plotID,earliest_disturbance,latest_disturbance,mean_before_O,mean_after_O,mean_before_M,mean_after_M,years_offset_before,O_after_1,O_after_2,O_after_3,O_after_4,O_after_5,O_after_6,O_after_7,O_after_8,O_after_9,O_after_10,O_after_11,O_after_12,O_after_13,O_after_14,O_after_15,O_after_16,O_after_17,O_after_18,O_after_19,O_after_20,M_after_1,M_after_2,M_after_3,M_after_4,M_after_5,M_after_6,M_after_7,M_after_8,M_after_9,M_after_10,M_after_11,M_after_12,M_after_13,M_after_14,M_after_15,M_after_16,M_after_17,M_after_18,M_after_19,M_after_20
LENO_064,1/2/19,4/19/19,1.0033333333333332,1.45,,,10,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_004,1/2/19,4/19/19,1.3,1.5333333333333332,,,10,,,,,1.5333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_005,1/2/19,4/19/19,0.9933333333333333,1.0533333333333335,,,10,,,,,1.0533333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_001,1/2/19,4/19/19,1.4766666666666666,1.365,,,10,,,,,1.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLBS_005,6/27/18,7/27/18,5.883333333333333,38.28,3.563333333333333,3.6333333333333333,10,,,,,38.28,,,,,,,,,,,,,,,,,,,,3.6333333333333333,,,,,,,,,,,,,,,
MLBS_001,6/27/18,7/27/18,6.573333333333333,,2.32,3.8766666666666665,10,,,,,,,,,,,,,,,,,,,,,,,,,3.8766666666666665,,,,,,,,,,,,,,,
MLBS_003,6/27/18,7/27/18,20.616666666666667,,5.296666666666667,7.59,10,,,,,,,,,,,,,,,,,,,,,,,,,7.59,,,,,,,,,,,,,,,
MLBS_002,6/27/18,7/27/18,37.45666666666667,37.095,13.0825,8.635,10,,,,,37.095,,,,,,,,,,,,,,,,,,,,8.635,,,,,,,,,,,,,,,
MLBS_064,6/27/18,7/27/18,9.63,,1.7433333333333334,5.973333333333334,10,,,,,,,,,,,,,,,,,,,,,,,,,5.973333333333334,,,,,,,,,,,,,,,
MLBS_061,6/27/18,7/27/18,18.400000000000002,49.72,2.2833333333333337,4.783333333333333,10,,,,,49.72,,,,,,,,,,,,,,,,,,,,4.783333333333333,,,,,,,,,,,,,,,
MLBS_006,6/27/18,7/27/18,11.996666666666664,,1.0466666666666666,2.5466666666666664,10,,,,,,,,,,,,,,,,,,,,,,,,,2.5466666666666664,,,,,,,,,,,,,,,
MLBS_007,6/27/18,7/27/18,11.555,52.83,1.32,3.75,10,,,,,52.83,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,
MLBS_067,6/27/18,7/27/18,19.316666666666666,43.99,2.896666666666667,7.4775,10,,,,,43.99,,,,,,,,,,,,,,,,,,,,7.4775,,,,,,,,,,,,,,,
MLBS_063,6/27/18,7/27/18,11.163333333333334,46.54,1.9425,5.6000000000000005,10,,,,,46.54,,,,,,,,,,,,,,,,,,,,5.6000000000000005,,,,,,,,,,,,,,,
MOAB_044,1/14/19,1/14/19,0.24571428571428572,0.6033333333333334,,,10,,,,0.6033333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_045,1/14/19,1/14/19,0.18142857142857144,0.43,,,10,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_047,1/14/19,1/14/19,0.18833333333333332,0.3333333333333333,,,10,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_005,1/14/19,1/14/19,0.26166666666666666,0.48666666666666664,,,10,,,,0.48666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_002,1/14/19,1/14/19,0.16142857142857142,0.28,,,10,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_046,1/14/19,1/14/19,0.15833333333333333,0.6633333333333333,,,10,,,,0.6633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_003,1/14/19,1/14/19,1.14,1.3966666666666665,,,10,,,,1.3966666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_001,1/14/19,1/14/19,0.3133333333333333,0.295,,,10,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_006,1/14/19,1/14/19,0.063333333,0.20333333333333334,,,10,,,,0.20333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOAB_004,1/14/19,1/14/19,0.22999999999999998,0.49000000000000005,,,10,,,,0.49000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_002,10/31/19,10/31/19,5.205454545454545,1.6533333333333333,,,10,,,1.6533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_003,10/31/19,10/31/19,2.7337499999999997,1.3033333333333335,,,10,,,1.3033333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_027,10/31/19,10/31/19,3.955833333333333,1.2366666666666666,,,10,,,1.2366666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_001,10/31/19,10/31/19,7.976666666666667,7.856,,,10,,,7.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_043,10/31/19,10/31/19,8.333076923076923,10.587499999999999,,,10,,,10.587499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_046,10/31/19,10/31/19,6.841666666666666,1.8525,,,10,,,1.8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_053,10/31/19,10/31/19,4.15,1.7266666666666666,,,10,,,1.7266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNL_049,10/31/19,10/31/19,5.724615384615385,4.995,,,10,,,4.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBS_027,9/1/17,9/21/19,2.356666666666667,0.5433333333333333,,,10,,0.5433333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBS_004,9/1/17,9/21/19,1.4400000000000002,0.6533333333333333,,,10,,0.6533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBS_005,9/1/17,9/21/19,13.85,37.68333333333333,,,10,,37.68333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBS_026,9/1/17,9/21/19,0.7566666666666667,0.58,,,10,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
